,weight
ENSG00000232148,0.018307545553863647
ENSG00000104967,0.018296052598681785
ENSG00000283486,0.018292743989344846
ENSG00000128973,0.018290560310698513
ENSG00000095970,0.01828983626583276
ENSG00000138316,0.01827344465956091
ENSG00000169877,0.01826171006601462
ENSG00000225235,0.018251460387381194
ENSG00000284669,0.018250301413514993
ENSG00000069122,0.018246722090448496
ENSG00000254211,0.01822524068635238
ENSG00000066056,0.018216113444103135
ENSG00000168542,0.018214432382768764
ENSG00000228330,0.01818213873576422
ENSG00000114115,0.018168424429173022
ENSG00000226360,0.018167899954321727
ENSG00000176769,0.018147895679741684
ENSG00000163618,0.01813321463201158
ENSG00000005243,0.018111003380250217
ENSG00000257259,0.018088305822925036
ENSG00000175426,0.018080689020228746
ENSG00000160221,0.018064816396822184
ENSG00000168309,0.01802184943045323
ENSG00000205362,0.01800560760821183
ENSG00000157429,0.017985225308429508
ENSG00000122642,0.017982512597443105
ENSG00000227646,0.017980674619131682
ENSG00000204072,0.01795630269293687
ENSG00000256967,0.017955670941371227
ENSG00000187715,0.017882842524467823
ENSG00000235374,0.017873976446700815
ENSG00000279537,0.01784120069856068
ENSG00000075429,0.017793092013064418
ENSG00000269043,0.0177848331634899
ENSG00000233538,0.017775217728400815
ENSG00000172458,0.01776342662768873
ENSG00000251363,0.017719355180470926
ENSG00000120265,0.017698709385063918
ENSG00000152583,0.01769423775673136
ENSG00000115414,0.017692998114008117
ENSG00000146112,0.017689157038859604
ENSG00000010932,0.01763836425554019
ENSG00000172817,0.017631148696235152
ENSG00000225025,0.017623124130460844
ENSG00000274386,0.017607177495078646
ENSG00000229847,0.01760649305425172
ENSG00000014919,0.01759524203031727
ENSG00000272763,0.017585736753875862
ENSG00000251001,0.01758158158798261
ENSG00000267394,0.017558428633857426
ENSG00000254872,0.01755557111104048
ENSG00000003096,0.01755505867729685
ENSG00000177374,0.017529274204448317
ENSG00000226829,0.017506190587951047
ENSG00000028839,0.01749642325214714
ENSG00000241962,0.01748189529948731
ENSG00000105877,0.017471748252747638
ENSG00000142784,0.017466449047327453
ENSG00000186487,0.017463678885407778
ENSG00000233230,0.017457452477846296
ENSG00000284848,0.017451443436951725
ENSG00000120049,0.01742888118214906
ENSG00000260473,0.017420608602775618
ENSG00000139269,0.01739941718821855
ENSG00000264451,0.0173993624616794
ENSG00000144369,0.017390227526783708
ENSG00000197889,0.01738583747352194
ENSG00000134198,0.017378764204961466
ENSG00000223886,0.017364094723100226
ENSG00000095713,0.01735568797407652
ENSG00000224153,0.01732944583268693
ENSG00000147378,0.0173216973911585
ENSG00000153904,0.017302283792275042
ENSG00000022567,0.017297429634255353
ENSG00000259349,0.01729679800871814
ENSG00000154611,0.017284809426884207
ENSG00000105707,0.017273319397044233
ENSG00000236008,0.017268131175509904
ENSG00000055732,0.01726278400607354
ENSG00000204933,0.017258328893230705
ENSG00000282458,0.017252019331005754
ENSG00000081026,0.017232547427405185
ENSG00000165685,0.017232332186195694
ENSG00000253302,0.01722021655634329
ENSG00000114784,0.017217199474264738
ENSG00000150995,0.01721376596772287
ENSG00000139579,0.017211751307536285
ENSG00000115963,0.017195389649748132
ENSG00000235356,0.017190516747569863
ENSG00000285212,0.017190339230635742
ENSG00000173890,0.01715879078567314
ENSG00000149124,0.01715260993507124
ENSG00000231752,0.017151630748200294
ENSG00000226864,0.017125821710068406
ENSG00000160207,0.017101376656256002
ENSG00000167103,0.017089806376953984
ENSG00000237720,0.01708963789707402
ENSG00000228124,0.017076283079541472
ENSG00000177337,0.017061880567314662
ENSG00000259471,0.017058780551641055
ENSG00000164008,0.017032303249292356
ENSG00000180346,0.017026451264221584
ENSG00000129038,0.017021194329361045
ENSG00000183722,0.016999220175262897
ENSG00000125967,0.016997436878790902
ENSG00000196422,0.016967639143068532
ENSG00000223619,0.01696567074520726
ENSG00000285771,0.0169578284493263
ENSG00000105270,0.016952325938960077
ENSG00000279619,0.01694706911219319
ENSG00000198626,0.01693078509921069
ENSG00000142973,0.01692948734604355
ENSG00000287883,0.01692751433995898
ENSG00000267577,0.01690829999964062
ENSG00000156587,0.016897276091664797
ENSG00000251219,0.01688078804729328
ENSG00000211814,0.01687589416170316
ENSG00000163352,0.01686577478302021
ENSG00000182674,0.016853307013296865
ENSG00000288722,0.016844374981003066
ENSG00000188765,0.016837196959309055
ENSG00000033122,0.016832482409839974
ENSG00000277763,0.016827706447445558
ENSG00000276517,0.016799212596449703
ENSG00000278974,0.01677666332938362
ENSG00000255624,0.016776165565944995
ENSG00000231721,0.01677446170556195
ENSG00000173230,0.016774208645733965
ENSG00000100523,0.01677408546589158
ENSG00000284655,0.016757996704294877
ENSG00000287500,0.016753634961307617
ENSG00000232889,0.016707958532739004
ENSG00000242808,0.01670776578362644
ENSG00000134240,0.016695591552037585
ENSG00000285563,0.01669306662760702
ENSG00000150977,0.016692143512041225
ENSG00000177627,0.01668838923712465
ENSG00000120306,0.016686163967720147
ENSG00000279970,0.016669017973439615
ENSG00000251002,0.016648419656061494
ENSG00000276805,0.016643422710885952
ENSG00000271070,0.016616992770604345
ENSG00000126005,0.016593974449440312
ENSG00000142748,0.016578415096428826
ENSG00000177981,0.01657689332388348
ENSG00000116221,0.016571716791521494
ENSG00000127989,0.01656598438140113
ENSG00000198885,0.016564117747947367
ENSG00000187953,0.016563686567124866
ENSG00000259475,0.016527424584696502
ENSG00000226608,0.01652477204548798
ENSG00000254237,0.016509252631180183
ENSG00000196188,0.016507106598454606
ENSG00000273372,0.016502921228854692
ENSG00000174233,0.016459818463338667
ENSG00000229379,0.01642702157914888
ENSG00000128731,0.016402018373095968
ENSG00000187806,0.01639107433214651
ENSG00000112312,0.016383500596074425
ENSG00000171840,0.0163751211888361
ENSG00000137831,0.01637231404580495
ENSG00000174915,0.016371490979554773
ENSG00000087448,0.016361387643714514
ENSG00000244545,0.016354320917437715
ENSG00000143839,0.016339131545567948
ENSG00000085644,0.016332328704312615
ENSG00000206159,0.0163232491972104
ENSG00000163827,0.016319332808294524
ENSG00000136872,0.016300762052866364
ENSG00000181788,0.01626088476416464
ENSG00000256590,0.0162561299721084
ENSG00000203740,0.016252659053845125
ENSG00000145908,0.0162526064488272
ENSG00000153815,0.01624588700672406
ENSG00000176046,0.016242044341614827
ENSG00000097021,0.016238742013253066
ENSG00000183397,0.016198274168479233
ENSG00000163993,0.016196216442525672
ENSG00000222558,0.01618962984028042
ENSG00000231412,0.016184384315743726
ENSG00000226833,0.016179181927256446
ENSG00000219329,0.016164406380924597
ENSG00000135537,0.016156271400311503
ENSG00000177427,0.01614969962514389
ENSG00000217930,0.016139510959598643
ENSG00000233387,0.01611199935157174
ENSG00000111348,0.016100954052233146
ENSG00000170231,0.016094173460287287
ENSG00000180730,0.016089105400517282
ENSG00000112320,0.01608561898751985
ENSG00000182903,0.016072746915394443
ENSG00000272189,0.016072172754915626
ENSG00000163444,0.016071038261103718
ENSG00000161664,0.016061810356899745
ENSG00000106483,0.016051120472798885
ENSG00000182983,0.016049874153112282
ENSG00000247595,0.016047538165549637
ENSG00000074590,0.016043495525116726
ENSG00000279245,0.016026377390844757
ENSG00000165182,0.016021746383709238
ENSG00000224043,0.016017903377610145
ENSG00000228906,0.016016365038729965
ENSG00000286643,0.01601139067185072
ENSG00000138083,0.015999379728125564
ENSG00000091844,0.01598951055034416
ENSG00000075073,0.0159875436108419
ENSG00000251186,0.015986364277254365
ENSG00000230581,0.015984904706397112
ENSG00000243014,0.015980876366771587
ENSG00000115226,0.015975846069182405
ENSG00000143149,0.01597116704380252
ENSG00000254241,0.01596072247312525
ENSG00000117477,0.015952253784043368
ENSG00000079337,0.015940512245318963
ENSG00000149257,0.015932132746550517
ENSG00000176973,0.015912384012617985
ENSG00000223965,0.015911856874016552
ENSG00000252682,0.01589290674972293
ENSG00000002822,0.015887054826785943
ENSG00000196616,0.015881914119700944
ENSG00000213533,0.015868203736199384
ENSG00000160062,0.015867227369393794
ENSG00000250472,0.015865444059391696
ENSG00000102230,0.01585910906051501
ENSG00000132199,0.015841442774090088
ENSG00000204345,0.015837052635683538
ENSG00000267304,0.015830706943203154
ENSG00000125735,0.01582915154381792
ENSG00000213024,0.015827162442619957
ENSG00000286661,0.01582200169326326
ENSG00000187987,0.015821822640333282
ENSG00000211873,0.015819781776451415
ENSG00000198892,0.015814541361043113
ENSG00000255474,0.01581243934310609
ENSG00000115084,0.015812155210350336
ENSG00000286341,0.01581175359274913
ENSG00000226777,0.015808655388821157
ENSG00000183597,0.015799558236623556
ENSG00000205155,0.015794456355800887
ENSG00000112964,0.015792791213910966
ENSG00000286021,0.015790130418346187
ENSG00000185024,0.01578475713290978
ENSG00000205057,0.015784001199728913
ENSG00000211974,0.01576464327981583
ENSG00000104164,0.015745514775553106
ENSG00000050327,0.01574411288911524
ENSG00000186352,0.01573650179437699
ENSG00000187533,0.015720759124057914
ENSG00000213762,0.015693691252386992
ENSG00000154330,0.015686679396178592
ENSG00000198517,0.015677160396446274
ENSG00000118473,0.015664857530599686
ENSG00000225083,0.015662518101241047
ENSG00000189233,0.015660903845287448
ENSG00000243660,0.015659991915207717
ENSG00000109794,0.015628768202283812
ENSG00000258556,0.01562782992271184
ENSG00000221995,0.015620246140940224
ENSG00000188039,0.015617779763416549
ENSG00000138162,0.015609647689683311
ENSG00000165972,0.015609352928252935
ENSG00000264745,0.015609173713784669
ENSG00000254093,0.01560449332730625
ENSG00000258225,0.015603460593800156
ENSG00000141279,0.015588665420592958
ENSG00000254718,0.015583534101221755
ENSG00000276476,0.015582862266536985
ENSG00000125843,0.015566738088347349
ENSG00000189164,0.01555916180253533
ENSG00000107882,0.015554917262348648
ENSG00000276778,0.015553926247061518
ENSG00000274135,0.015530907222211303
ENSG00000267795,0.015527452329385162
ENSG00000106012,0.015518353194918809
ENSG00000179571,0.01551515725119806
ENSG00000163959,0.015481719378272907
ENSG00000049769,0.015478796955268012
ENSG00000228437,0.015477330558947783
ENSG00000228261,0.015468687991880854
ENSG00000229122,0.015466382871954903
ENSG00000239920,0.015459275718459125
ENSG00000267216,0.01543923373863361
ENSG00000232164,0.015419912117936398
ENSG00000112335,0.015418242020921144
ENSG00000260549,0.015411717366739748
ENSG00000242550,0.01540740910516622
ENSG00000235996,0.015391876922044643
ENSG00000162441,0.015382588252883635
ENSG00000184949,0.015382058941490513
ENSG00000253305,0.015368436216371028
ENSG00000164897,0.015363228836167338
ENSG00000143970,0.015362655338851349
ENSG00000126458,0.015352923204609849
ENSG00000273240,0.015338324385562456
ENSG00000280543,0.01533459703973993
ENSG00000258479,0.015327325552425308
ENSG00000284391,0.015318920585665413
ENSG00000090889,0.015317247557158489
ENSG00000229769,0.015311294592848176
ENSG00000197099,0.01530872851914274
ENSG00000171557,0.015300783279169226
ENSG00000067798,0.015285108960627642
ENSG00000251314,0.015284359158927164
ENSG00000237978,0.015284140867221678
ENSG00000137942,0.01527652437744053
ENSG00000274979,0.015270410253859548
ENSG00000197037,0.015268084873620585
ENSG00000253998,0.015259828345476746
ENSG00000236137,0.015254414161127166
ENSG00000259654,0.015247925330614552
ENSG00000134265,0.015246557987988556
ENSG00000175573,0.015238993725938564
ENSG00000142089,0.015210876145316054
ENSG00000119383,0.01520817054207851
ENSG00000184530,0.01520727825249639
ENSG00000131002,0.015205439011303187
ENSG00000277852,0.015201140788509527
ENSG00000154997,0.015185451420265311
ENSG00000136574,0.015177853871884056
ENSG00000136770,0.015173604601885833
ENSG00000281327,0.015168336741371085
ENSG00000257322,0.015168093409317364
ENSG00000101452,0.01516690019364307
ENSG00000174891,0.01516284944691958
ENSG00000211707,0.015154865621494368
ENSG00000231346,0.015149022345130181
ENSG00000266947,0.015141198889620726
ENSG00000124469,0.01512791200035844
ENSG00000249150,0.01512495238188966
ENSG00000236876,0.015124276035697095
ENSG00000165288,0.015117374778618116
ENSG00000257642,0.01510547876587812
ENSG00000106244,0.015093935109951708
ENSG00000271130,0.015078303963761938
ENSG00000271646,0.015074637248978241
ENSG00000093167,0.015074623921077567
ENSG00000275714,0.015055572540595238
ENSG00000132256,0.015052881687727183
ENSG00000087245,0.015048390730749572
ENSG00000273549,0.01504756387366893
ENSG00000105376,0.015036909784164049
ENSG00000167094,0.015026649325233378
ENSG00000119328,0.015025559544980183
ENSG00000215196,0.015016816264505291
ENSG00000100228,0.015012706361448164
ENSG00000102172,0.014989791407651285
ENSG00000199700,0.014957593740488275
ENSG00000274712,0.01495412432359252
ENSG00000226530,0.014911657357372737
ENSG00000267372,0.014902998449516893
ENSG00000162069,0.014894005677418451
ENSG00000181191,0.014891631845822846
ENSG00000152454,0.014891336981075568
ENSG00000112212,0.014891004795118148
ENSG00000264204,0.014882167422682358
ENSG00000235863,0.014881705430216349
ENSG00000188933,0.01488037989065291
ENSG00000077522,0.014864083924894063
ENSG00000167768,0.014862513445365991
ENSG00000072134,0.014855865369910853
ENSG00000231364,0.014852861587604899
ENSG00000215817,0.014849208997707915
ENSG00000246560,0.014837957278097634
ENSG00000273340,0.014823615318021776
ENSG00000143178,0.014798783039445571
ENSG00000278231,0.01479192278136721
ENSG00000108821,0.014790531158710008
ENSG00000282164,0.014782867763242221
ENSG00000109184,0.01478275965319025
ENSG00000267708,0.014782415512537261
ENSG00000188487,0.014781784422267867
ENSG00000007168,0.014775137211014916
ENSG00000249249,0.014771896044943267
ENSG00000079385,0.014763750404614863
ENSG00000175826,0.014742897957650037
ENSG00000259953,0.014710763888419635
ENSG00000104941,0.01470883369272795
ENSG00000108309,0.014703537658690079
ENSG00000102580,0.014699567686001816
ENSG00000108469,0.014695717569710012
ENSG00000287688,0.014688519695316413
ENSG00000101460,0.014684226930205239
ENSG00000213465,0.014677687507644416
ENSG00000172331,0.0146738648614791
ENSG00000256546,0.01467067277058298
ENSG00000225178,0.014661942043423453
ENSG00000237845,0.01465707802616433
ENSG00000179918,0.014657045020886056
ENSG00000116044,0.014656868675753621
ENSG00000137962,0.014651843616725486
ENSG00000232453,0.01463752978021344
ENSG00000183160,0.014636412334174564
ENSG00000253846,0.014629779581490338
ENSG00000247157,0.014622056024380714
ENSG00000162643,0.014613396559154711
ENSG00000121005,0.014612934501591058
ENSG00000285744,0.01461050316835782
ENSG00000229473,0.014597933727839395
ENSG00000173369,0.014595997731790373
ENSG00000231830,0.014587065063809338
ENSG00000112299,0.014565073311381935
ENSG00000116117,0.014564643932305357
ENSG00000073792,0.014559330743475513
ENSG00000234284,0.014554520298270467
ENSG00000254006,0.01455186059271267
ENSG00000229591,0.014547824980287423
ENSG00000133818,0.014544462694932304
ENSG00000214019,0.014532932284617868
ENSG00000210049,0.014532348905583279
ENSG00000137878,0.014521837695737878
ENSG00000125676,0.01451264339687914
ENSG00000143578,0.01450390830185724
ENSG00000231612,0.01449794215767479
ENSG00000156575,0.014494339942592688
ENSG00000198563,0.014493597435691431
ENSG00000131149,0.01448911685673097
ENSG00000172757,0.01447475701171433
ENSG00000234072,0.014465239377837292
ENSG00000287958,0.014459976771126842
ENSG00000107021,0.014459751724217458
ENSG00000238227,0.014457745358447663
ENSG00000259869,0.014454639363524866
ENSG00000130202,0.014443284925051513
ENSG00000187325,0.014439129762990856
ENSG00000280693,0.014436142769869027
ENSG00000130731,0.014425077074125176
ENSG00000137960,0.014417654973497016
ENSG00000160867,0.014404396207800929
ENSG00000101199,0.014403119613242891
ENSG00000287891,0.014387601017205182
ENSG00000078902,0.014376764495736005
